Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1994","1994","tonnes","26436","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1995","1995","tonnes","28761","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1996","1996","tonnes","31441","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1997","1997","tonnes","32638","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1998","1998","tonnes","33931","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","1999","1999","tonnes","38884","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2000","2000","tonnes","40510","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2001","2001","tonnes","37081","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2002","2002","tonnes","26598","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2003","2003","tonnes","33609","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2004","2004","tonnes","35488","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2005","2005","tonnes","39581","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2006","2006","tonnes","41243","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2007","2007","tonnes","45005","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2008","2008","tonnes","40590","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2009","2009","tonnes","41698","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2010","2010","tonnes","33703","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2011","2011","tonnes","37934","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2012","2012","tonnes","37867","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2013","2013","tonnes","36052","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2014","2014","tonnes","35493","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2015","2015","tonnes","35486","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2016","2016","tonnes","35486","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2017","2017","tonnes","28713","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2018","2018","tonnes","28529","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2019","2019","tonnes","25563","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","978","Offals, sheep,edible","2020","2020","tonnes","32641","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1991","1991","Head","6907555","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1992","1992","Head","6278000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1993","1993","Head","5118000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1994","1994","Head","6675722","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1995","1995","Head","7262889","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1996","1996","Head","6496000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1997","1997","Head","6743300","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1998","1998","Head","6426400","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","1999","1999","Head","6797800","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2000","2000","Head","6137900","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2001","2001","Head","4957300","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2002","2002","Head","3555900","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2003","2003","Head","4243500","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2004","2004","Head","4480800","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2005","2005","Head","4497800","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2006","2006","Head","4686675","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2007","2007","Head","5114175","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2008","2008","Head","4612500","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2009","2009","Head","4738425","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2010","2010","Head","3829925","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2011","2011","Head","4310725","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2012","2012","Head","4303025","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2013","2013","Head","4096848","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2014","2014","Head","4100000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2015","2015","Head","4100000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2016","2016","Head","4100000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2017","2017","Head","4100000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2018","2018","Head","4100000","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2019","2019","Head","4044280","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2020","2020","Head","4075330","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1961","1961","tonnes","23040","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1962","1962","tonnes","28010","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1963","1963","tonnes","28400","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1964","1964","tonnes","34440","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1965","1965","tonnes","34090","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1966","1966","tonnes","35060","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1967","1967","tonnes","33730","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1968","1968","tonnes","33630","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1969","1969","tonnes","34460","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1970","1970","tonnes","34400","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1971","1971","tonnes","37380","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1972","1972","tonnes","40635","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1973","1973","tonnes","37260","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1974","1974","tonnes","34735","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1975","1975","tonnes","40650","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1976","1976","tonnes","38385","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1977","1977","tonnes","37135","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1978","1978","tonnes","35420","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1979","1979","tonnes","29000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1980","1980","tonnes","29600","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1981","1981","tonnes","32000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1982","1982","tonnes","34000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1983","1983","tonnes","36500","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1984","1984","tonnes","38000","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1985","1985","tonnes","30000","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1986","1986","tonnes","31000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1987","1987","tonnes","30100","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1988","1988","tonnes","27300","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1989","1989","tonnes","32200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1990","1990","tonnes","34200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1991","1991","tonnes","39800","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1992","1992","tonnes","46700","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1993","1993","tonnes","44000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1994","1994","tonnes","44700","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1995","1995","tonnes","43600","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1996","1996","tonnes","56200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1997","1997","tonnes","63300","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1998","1998","tonnes","66300","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","1999","1999","tonnes","68600","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2000","2000","tonnes","70700","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2001","2001","tonnes","72800","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2002","2002","tonnes","63000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2003","2003","tonnes","56300","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2004","2004","tonnes","63500","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2005","2005","tonnes","71100","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2006","2006","tonnes","77300","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2007","2007","tonnes","54000","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2008","2008","tonnes","48500","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2009","2009","tonnes","49200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2010","2010","tonnes","49200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2011","2011","tonnes","49200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2012","2012","tonnes","48600","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2013","2013","tonnes","33400","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2014","2014","tonnes","12400","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2015","2015","tonnes","11500","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2016","2016","tonnes","7200","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2017","2017","tonnes","2100","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2018","2018","tonnes","1700","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","331","Oil, cottonseed","2019","2019","tonnes","1800","*","Unofficial figure"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1961","1961","tonnes","18000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1962","1962","tonnes","20447","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1963","1963","tonnes","15093","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1964","1964","tonnes","25512","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1965","1965","tonnes","13598","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1966","1966","tonnes","24620","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1967","1967","tonnes","24155","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1968","1968","tonnes","22444","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1969","1969","tonnes","25648","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1970","1970","tonnes","15495","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1971","1971","tonnes","22247","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1972","1972","tonnes","33394","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1973","1973","tonnes","13715","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1974","1974","tonnes","44412","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1975","1975","tonnes","33244","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1976","1976","tonnes","55898","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1977","1977","tonnes","38056","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1978","1978","tonnes","69573","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1979","1979","tonnes","40428","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1980","1980","tonnes","83385","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1981","1981","tonnes","44520","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1982","1982","tonnes","94838","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1983","1983","tonnes","27264","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1984","1984","tonnes","51000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1985","1985","tonnes","35000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1986","1986","tonnes","72000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1987","1987","tonnes","32000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1988","1988","tonnes","86000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1989","1989","tonnes","21000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1990","1990","tonnes","86000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1991","1991","tonnes","39000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1992","1992","tonnes","103000","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1993","1993","tonnes","60139","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1994","1994","tonnes","99895","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1995","1995","tonnes","84852","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1996","1996","tonnes","126613","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1997","1997","tonnes","76924","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1998","1998","tonnes","144820","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","1999","1999","tonnes","80104","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2000","2000","tonnes","165354","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2001","2001","tonnes","95384","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2002","2002","tonnes","194599","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2003","2003","tonnes","103947","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2004","2004","tonnes","201964","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2005","2005","tonnes","123143","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2006","2006","tonnes","252353","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2007","2007","tonnes","98294","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2008","2008","tonnes","156338","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2009","2009","tonnes","168163","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2010","2010","tonnes","194995","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2011","2011","tonnes","208329","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2012","2012","tonnes","193829","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2013","2013","tonnes","159595","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2014","2014","tonnes","65414","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2015","2015","tonnes","164529","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2016","2016","tonnes","116735","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2017","2017","tonnes","164339","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2018","2018","tonnes","118281","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","261","Oil, olive, virgin","2019","2019","tonnes","153829","","Official data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1961","1961","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1962","1962","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1963","1963","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1964","1964","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1965","1965","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1966","1966","tonnes","2300","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1967","1967","tonnes","2400","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1968","1968","tonnes","2000","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1969","1969","tonnes","1200","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1970","1970","tonnes","550","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1971","1971","tonnes","1200","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1972","1972","tonnes","2400","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1973","1973","tonnes","2200","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1974","1974","tonnes","2500","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1975","1975","tonnes","2900","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1976","1976","tonnes","3500","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1977","1977","tonnes","4000","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1978","1978","tonnes","4100","F","FAO estimate"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5510","Production","290","Oil, sesame","1979","1979","tonnes","4200","","Official data"
